Name of Source,URL ,Type,Details,Image,Updated,Approved
d3js,https://d3js.org/,Visualization Tools,The JavaScript library for bespoke data visualization,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/HDQknMyIuGTWbwE8KL7iZQ/nHXdVV7PskrI30SKvpRzDd_29CaFvR6rMiihrpI9RJUkZNa8uBYAzkUJ9065uIWWukBxjeoIbZepXyGMJVNdjRG4l5IikhxHKAT5FTDCHk7ikB7gpYsPQsp1WdAuLKhUTEtf-uhPqr7kGrCW7VENMw/ZwmtZAYkXuqOTPK6w_p4oAouFMfTyAHFjyz7kdvQgKg),5/14/2024 3:37pm,
Visualizing Data,https://visualisingdata.com/resources/,External Aggregated Resources,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/_CZFT4B7A-BmLcpgrW3aPA/KRdPLmA28HK3YO0mPTSzbYhiE19FYTz5obc2-hGMXJ61GMz76ASmX7QepirIjOruTnisTMHyMd3KjhCvjWHc1D3kYVjL4f3duAcV4GaZOZdRb2_z4qFYXe54AsV9wot31fSk6NR_iVdpiwM6xpj-pQ/9wGDB1pHYu9zSlK2Wp-VkR6QGjLrPObwt3W4UG_K_Dc),5/14/2024 3:38pm,
Deck.gl,https://deck.gl/,Visualization Tools,deck.gl is a GPU-powered framework for visual exploratory data analysis of large datasets,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/SpDDkkzjSnM7qpciJqt2Yg/u5vbn82sdSb9qoWki9cKz9Sy68IWj1vr4zcu3eEKm79P7TKj0HZjsPgudqeVIgvp-xZxLIf-savDSrm9AjqkUNkcLkHobh59vO-kZGdh9yvpNeqMdSdQnP_YsHaUyBO6MWy78HTFOuCXkMNe-Bvfpg/G_hwcgOKCddvWxJaIk0Ru0hfLj9Ib3yZpsH0P1AkMDI),5/14/2024 3:38pm,
Bokeh,https://bokeh.org/,Visualization Tools,"Interactive Data Visualization in the browser, from Python",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/4HFtW-3bPD7bVN5NqFjoGg/c7B_WWX3ioC1_6lgon-s6A13HIViV65bRmF1guNMpaiz3cN7vdW2fEgY2SBRk0tVcbPg78jup6Kc3NuTE8isbvxKQnKhk_X5QaBhnFJaK_tXNmI-DF3xzRFP9yaUT0tLmXuUfIFxymXbQWVZk72i-g/v8IyHBUefBNzhLLt4P5Kv63NbBWSsjsoVQynUfKkqC8),5/14/2024 3:39pm,
Vega,https://vega.github.io/vega/,Visualization Tools,"With Vega, you can describe the visual appearance and interactive behavior of a visualization in a JSON format, and generate web-based views using Canvas or SVG",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/KG8xlyIj0uLjOMK5HfSc8g/plll1khQqWiTuHjuFwe6GyIS5n655Gga2HqTAwdXethfR8N8Ug6fBnwh4G8M9frHFS7Oaa6QvxepYZcHj5HO7rGiZ1G5gMOu7ueM8pNAa7YeoFYf99LFDCPKy7w3oD2zSLSw3plMFIV9Q-ByxznWCg/L01omPAysokjcsvaJNd-_KGs-9hTmQF_IdtBlmBgXKI),5/14/2024 3:43pm,
KnightLab Storytelling Toolkits,https://knightlab.northwestern.edu/projects/#storytelling,Storytelling Tools,We build easy-to-use tools that can help you tell better stories,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/rpKAQXoR9iH-87rxW9JHIg/88H3Sr6vEFt7GIuxu-NGgkY6KSgWIDZgKByWtkTtgzqG_GllGqeBeT7A66v5lV0QNW_NcOPgnRTvInmDBIPmz4WnKXuqB8-J8isXKipPu1xWGikFKfbKnYCHE7Fg0BlikXBlPDjJ3snsAAJsSp07rQ/tvqT8JyXxMy8KMUyit7JjTnhi7BivDciTITY2Bn9R40),5/14/2024 3:43pm,
Twinery,https://twinery.org/,Storytelling Tools,"Twine is an open-source tool for telling interactive, nonlinear stories",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/pCOt9NEuymW2Sab7j1Jw4Q/btal4ARjfv9c2bgf6Z_B1p4ckzbvTc4S_Mb7twBqSFR7Z-YxMLnoqEKwXjKf4O6P3xU9qt6Qvbbn2cv-7Qfy9GGBa7baEuz_yYf3-e8y_NzJ_PewZgtbqxoose-0eQFQgos-LBd5AZx3IDRDnKtt0Q/aE2Q5U_7G472UoUV-8nUXvhji8tgDQdgQ8q4dka5pz4),5/14/2024 3:43pm,
Tiki Toki,https://tiki-toki.com/,Storytelling Tools,Create beautiful interactive timelines that you can share on the web. The perfect timeline maker for company history timelines and school projects,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/OnVciAEutY2T9N7cFQb5Hg/Sx6Je6fMlr4sZXhk_PpZ42ym_zWhi7ynEVjxEjus55o5ARjt4rK8DfEYcIgrsiLNpG758DrdNapIdPcSoNVdlwoT2aYJtkbut-cZfcC1aJLwsoHD5KTtdsVB0KwhXMkxSJDfeNTinU57XEC015eFDw/MT2btAVipQbMgy4DD4bwyVKqg92IykGGY-KmyFb7wuc),5/14/2024 3:44pm,
Renpy,https://www.renpy.org/,Storytelling Tools,"Ren'Py is a visual novel engine – used by thousands of creators from around the world – that helps you use words, images, and sounds to tell interactive stories that run on computers and mobile devices",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/vlIeA6V6iVde2rTtMadjVg/ggLK3_9agh01EvK39rTqbyzCW5jItJt5IJMLzIQbeBD2GMBMTQJGRJxeO23wYKWrJunECKhi2j5m_OPKgR18ANeoDem7HNFBbwFRt8kSS23RokxBpKCvw9DCh-U1lHDt7e1299fdKVhqDyrs4iRZjA/Hwg8ipY8qxh55ip1jhEtdf2ceg621fvuEr7tzQN_gUY),5/14/2024 3:45pm,
Podia,https://www.podia.com/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/ZSQa8TmyErayTNU9_dJGmA/CXz7mDAQ6ApUyNwkFSc2cvRaBW8zbfDvai0y-9g-yzf6xh4GahwyO0wqgTJW94u_0QPceT8q2Jjc17rzaE9vofSAVLTRYytznr4rmCVc-d0G2LKNV244vU2KRpmAiwIE_cHaC0LwVEs-3pu8xsSxgA/1SHIHBbe97qP_-RXUq4CKf_Gx2gkJsZ8BdCByYST2VE),5/14/2024 3:45pm,
Webflow,https://webflow.com/,Website Builder & CMS Tools,Build with the power of code — without writing any,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/NCIELNKTF21Lak9klE_9Yg/9AJrelgLNJnB9BuB_JYVRY0cT-IDQQsyKLk-_oiwSklL99_02fCPoZOn-cQmaaYFMfD2QjFbbCNlyOA0TKsKiT2q36JWcflOwYf0nH7AYCIWoehghBD6iQ1msq92xw3YwyVe_OYo2L7Ohed1SPq62g/4UBenWRoXzKKmrRUJJOMtnWbo0dbTWeTs-nQowxq_vU),5/14/2024 3:47pm,
Framer,https://www.framer.com/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/WjsO8gCrB2KT_6Ht5heryg/38lWmLuBdSXpKdmHGoiH5wMk1LqUFgAuG1WM25R9EoZbm8OmDZHWordTKZ23WxYPF14Np1PqOg9LIWx42-a2qKR9VASkLikB_oIE1e17AOzFXKZHLHRlrfdcPV_L24y4-F9JnZxKncjMJW9jiQASxQ/24b3tAPtVRZfMZ6wRj2PUpXm-XxgTJOzoG6oJ6l2xqc),5/14/2024 3:47pm,
Retool,https://retool.com/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/UC7GthGAmKXX-2_5hie1Bg/T1w5b7Wkw8cxPRVA_59uWJUcIUdNFQlLE9zoEUhcB8btkfsT7xG1hlFUC4NouIhtMiNcaGCHpz_pkM0KvsOxz-xf7k6F8bwsa1OcXt7m-C-Gs7mY-yrEoe14ApNeE042-7ej3RMglIgkcdKJnRRpAw/imkVJNzzLcn5SZ9jEH-3CsZKXOdkfaAW4dVbwe51x0o),5/14/2024 3:47pm,
Glide,https://www.glideapps.com/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/qBuvxvJN24xNx_O3noLTWg/DCaXvFsjts18uH-OVAccovhvnKKALJkJ6TsAIx7tWnB1I_HkpU9MF-oxM5L5mxlP1iTHVmi591SPInoMwDFQ6uVV6DJ9XGGEXYurVEf08eQlDy8gFllBj1Datnenv07q8oDd0CfXZO3kJ3djx9lpkg/qd0nWMIGvz860KFjGbQjaKZzq2LM1mDSvwbpe8pBZbY),5/14/2024 3:48pm,
SquareSpace,https://www.squarespace.com/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/bJHSNtKo1BpisdE4v6fagA/uC7ObYcgEf_KELdJ41b2kipH6eu2Us9JJ9W0oyF4R_fUq0DMHtFnyly2FVf8GpGniq8iG90kYmLntsRxpQFimOdxsbxisNusWOtV6jr_O8Y0XHU13y_Ygn_IprlnklkdDGIRd_j_yQhwP-6L9Kb69w/08POrAkHlnvBEq4PuNsgpw2Nhnyaxp095lXgfd0IgKo),5/14/2024 3:48pm,
WordPress,https://wordpress.org/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/0jvEJMsK_DF3RMvP2mutDg/slIF3cIgc2w-NS8k09yzauNo1glwiqraiiDMZr2eK55YCnLxuvWNL9Wjq_Jua5Rzu515TN5gsWYxm18rTjwfs0t5UA27KEoqHaL5pDReXRulE-dFBWFdRJcYl1k5Wva3Fo-X7IzO8OSxW2QY_G_KsQ/IFBq05fVbG__YZEtw3vquP2jYTMhQS-ycS1PVmx-dzo),5/14/2024 3:49pm,
Wix,https://www.wix.com/,Website Builder & CMS Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/QsUabo0wSogFwmIx-f0TNg/8_IQdq71YeUqJisW5s73PrBWcFHCbzV4Lz8AB6wPta3mf4vRyqDx9BJg9sFmYzogjVbpyKCik7TMn-_IXpbGHrLgkmuZE4t_svothjc24GxSCEBTmIIQWhALQ6PKHFnLKXadLMAhqlFPekOXDsbvPg/zkAKpiTvsApOdArh9SHke4lppV17XrRVt98iLmWx8Jw),5/14/2024 3:49pm,
Quarto,https://quarto.org/,Web IDE & Notebooks,An open-source scientific and technical publishing system,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/AjIod9VZVZqAcrhUoBDbmQ/vIL19FpWC-KPCapEN9u3ZUVJqfmJq6vZEpr5HKkj7eV51aa0ZBjUMR7q4qvQfFFmjZfPCZJMTB0zGyP9hm-I2IjcytTvOd-5cRQxodSTQPKzA41o-3NrL1rn83P78AchldIBBjSfSEoxcurrkEUohw/IuOyI46kPkLRjq9hVS4K3aLsGlvM4U_Tuc0bKB7paxU),5/14/2024 3:49pm,
Omeka,https://omeka.org/,"Website Builder & CMS Tools,Digital Publishing",Open-source web publishing platforms for sharing digital collections and creating media-rich online exhibits,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/wS846uhc8IjLw9RnEH4ToQ/E_5qeqFa5v9dhxsNuOIY4xhfmNFuAFL4YCumz6uQAjsBMarGNCtA1lY3qgoyC5WW1hF_sHIKndtlt-MqaoeqkjSLJ0_Mo-PbEa9hYiSQzyAs_s9aN0lLmDNnumksQbq-g1VAHnKpzpHbrG3HvqmkcA/PdY9twPbbmA8t7CoTP8lKdWROw6RxiNu73B8j_feh_o),2/13/2025 3:15pm,
Replit,https://replit.com/,Web IDE & Notebooks,"Replit is an AI-driven software creation platform where everyone can build, share, and ship software fast",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/2sREXTnmQv4fNLOG2Vsr_w/emMzAypp2jy40XJbQje2GLjNNaSO-AVCjpK3E5KKK9_vyNKvBvcfOY5aCRRu0tH1mZlGpOQh8sKrhX3zuD1nF35BqmC1rTtOlwkbgB0w394fa5q86Sz0b4kdR2Ds5vM518MTQc1M4HZJ5mO8PuqdhA/EEl1aLlqae1WBxiDstgBXBldWBCfu43N2KVeG_WWGNE),5/14/2024 3:50pm,
Code Sandbox,https://codesandbox.io/,Web IDE & Notebooks,CodeSandbox gives you 24/7 collaborative cloud development environments (CDEs) that resume in 2 seconds,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/ppEdIlwhlitBPUtnzSI5Cw/9tA6EOj0tphISV6IOzTTD-YpfyLfsAZxEhVbAuWkGu76xobZYB091XeGd9S7cCGsvfgF9CByt30SNftIwIHZIFaskHp88d-eQpVf80mvRyEJyA12sW8clT8bZJiVWZsjD8MvOxs4SeHbl19tutazIg/27JtxjF2eJ5O-u9ucjmBPIr48s6kZEyaj1yB7Pt3SDo),5/14/2024 3:51pm,
Code Pen,https://codepen.io/,Web IDE & Notebooks,"CodePen is a social development environment for front-end designers and developers. Build and deploy a website, show off your work, build test cases to learn and debug, and find inspiration",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/TjTa0zx5W-DbZTZL06QPtA/LtpSlIxYrBCTLO7PP5-cc5U_ZuWEEfh6x0Oa-pAFM9HOwIsRNCB1YaG3dAptf7GMTsB73SA57uLFDAXfp0SwE7R_sAzb-yfc7h7dy2ql2BcDCWxWZC-A9kOOcGNldpn-FoWzNVwAflx-lsgypVgaVg/GYl-osq5phRwFf14x6RnwxIW2-3wI62A0OcTIFNa5CQ),5/14/2024 3:52pm,
Glitch,https://glitch.com/,Web IDE & Notebooks,Our Hello apps are built with best practices in mind and sample code you can remix to make your own. Or grab a minimal template and build from a blank slate,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/oVoGFVBFh7wB_8vTkS8xKA/qHcT7ixWK-nEvVoFvjzdcTd25Txe6p0JmS2lUOwjT8jQfxjFqBltzom7RqUkBkunRDanujH_uGTtKqqhZrt9fsBwFOoeI-M_FHdQTZARL1yG1628v3JVwdE7csE6kCEbEwnT7ELgrmuWdr4RZZOhQg/-SpKxzvbGjF3KdeoP-kEOhDh63B2oliBt1gznX4ZVaI),5/14/2024 3:53pm,
Browse AI,https://www.browse.ai/,Web Scraping Tools,The easiest way to extract and monitor data from any website,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/IQt4lMsMuSoBzLOBLjXXXA/JILxF7Q4ei9x4i7lgKWrhRWAreAO-aJVGRVX8wemxchYoyhszP0WmEfjsNo_-vdyxFg6ofRQAO85Avr9ZeyWMnouqMBN2RYUIblDgMIOjPBDZNbjMuvtLeZ40Ul0oEif5al57fMWLlA8Vry5Na08sA/AFZge60isupdbLq0hsYTi7bxnMyE1H_egy4_CvNPpJs),5/14/2024 3:55pm,
Apify,https://apify.com/,Web Scraping Tools,"Apify is the platform where developers build, deploy, and publish
web scraping, data extraction, and web automation tools",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/MWwQMUNhOIxYl8m6TnVlyQ/N9KZDI6-ws0C3gt5ogj9POpyhlXaHzvBvfa0RJU0lT5wnLpqddvzNrR8_UoNfk-JP5OLlVe0xuZjAFFGchilcqJTfA-dxArqtYRufYh4DLP-7jKL8zaQcapuCHv-iRu_8YQNrxBV8GD29uWg52Yq4g/HCGKZFneDsSKQwvpT6Mg-2AQEMZhC_iWWOM4U1BsTG0),5/14/2024 3:56pm,
BlackLab,https://inl.github.io/BlackLab/,Text Analysis Tools,"Powerful search for large, annotated text corpora",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/_KDz7__5ltyykIa5SV65uA/Aub6QkPh4_X8HMBPUdGupE8ONEL5GJ6L4kL1AjCE0bspaUS3JyeQ_yKxb9_tb575jG2SBna-Av2k-ZQ1zcAWZxRPorrlpbW8G0pNIx9BP8IzMkvMuLA31oNP8BWNkr8XNfOZyWEUeL9oNwPzmPQ0EA/uVbFemQC82b24ZYgetPuJ-ln_5KFJhuF85kt4DnvjCU),5/14/2024 3:56pm,
Conifer,https://conifer.rhizome.org/,Web Archiving Tools,"Conifer is a web archiving service that creates an interactive copy of any web page that you browse, including content revealed by your interactions such as playing video and audio, scrolling, clicking buttons, and so forth",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/rv2d5o6BzvCgH33P5XdDMA/PLf_qxvnexPDlQ-qCMw9OwTbOZfN5BgvTt_s95dg5yfUfbWEaTESiw7Vs2afwVmh2B5N-5_gKAHQD5qWEtdMonSb_eMSSQHR_Vkqtf3q143azB_MfISg_3X5Czpg2gckPFqlmtrxlrVyOMz1Cppqgg/rYzSTaG618721JpHlRuzF_c7zdYNY33EkNZqmvfTG0U),5/14/2024 3:57pm,
Doc Now Toolkit,https://www.docnow.io/,"Web Archiving Tools,Research Tools,Open Source / Open Access","Documenting the Now develops open source tools and community-centered practices that support the ethical collection, use, and preservation of publicly available content shared on web and social media",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/OsQYABKKWwebsd7T5jkkGg/SbEQsMpxAcaNsHFQXiHLg82PP9XPcEUmBLWLu40YlH-va5_3b_Knb3hITCRWQ-5HQtsOVPk3ojFM9OtEuDJSY5NHy6EyQzi1rmUrog6p26A3SgZEWmQyXl9358jpim0zoWzAH3DXLtz976WLYNVDUA/v6g4FWElEK0l-x3IiL3B01AyuCxVM0Z9R1oR-BarZio),5/19/2024 11:35am,
Tropy,https://tropy.org/,Research Tools,"Take control of your research photos with Tropy, a tool that shortens the path from finding archival sources to writing about them. Spend more time using your research photos, and less time hunting for them",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Y9uQCiXo0F0F7OhKzs9scw/jYbNntX_DiQE4X7WYldVzIAHoSz6qkyBaEpzNwdoo2-Zc_ppjz2bjmrQm0QpXgSoRpLd2yAS50OcNnYOuIXW1nUXkSsQEh5NF7wO0p10cHlVgT9kVpX1X0olnQIjGNLZTVaMnE4Km7r1lYf4rdCW8w/5K3rn1i7b6XaIuqAyg6oWHLAx-FuZ6fUuopVQMHBZQ0),9/10/2025 9:34am,
Programming Historian,https://programminghistorian.org/,Learning Resources,"All tutorials at Programming Historian are rigorously peer reviewed, guided through the review process by one of our editors",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/zO5-Xb1gVeGoXaDdMCOfJQ/Ey9cajc9Q9rU6PsGdLVI6MBl5NHARRz12vgxNwusEDqVfjn7P-v06F07cpIPs7TA2olt0hB6BfaifgrNDacmFwkIkl9wZIvLazrIarnCr9rmRTtWqygtmKavhsarZrAkTGuahVSRr7s29hac9njiYQ/8D39B_HGcZqQRXkBqxE6yntaKDKhBrpDS94U6GKLFNs),5/14/2024 3:59pm,
Spatial Humanities Workshop,https://lincolnmullen.com/projects/spatial-workshop/,Learning Resources,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/eSOUTiYlc9IHHCwVu9BEwg/cnbso6PrXpMXvD_RIKKoum_KHZ25eRXXeMthEioqms0coHLUwb5viBdzL8XQ1bwF1we7cfJo6ETGCpsvOqwqN5C7xB80FK3Sw9B93VIrgfP8ozRYK4kmn87Q_C8oVzFgqZGajjjs_aEzVchpczw27A/J8y5gzh0UjcLXG4V4G3l56PkzJCKm1f34YG8PFXOZuI),5/14/2024 4:00pm,
Descript,https://www.descript.com/,Digital Media Production Tools,"Descript is the simple, powerful, and fun way to edit",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/QPnndxW9DQqc1f9d7io94A/dYQIrfDK3jKACLCzlxJbJvjkmkyrBkdhGPDGzN8JTaPySbKyecb_n9UKKdccoqza403f0f4gR6QQ4M6wcdWwFaai7TDHPoTPL8qZB1kSE3xbSvcRVfRb5ppvuhTI0fgcPXVJvyp1Q6PS1Wlg0gDgsA/pOcUrtp-29gp51G7prgnIVC_SZsVollxjAlDf68YSTw),5/14/2024 4:02pm,
Northwestern DH Example Projects,https://libguides.northwestern.edu/dh/projects,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/zXQaC2gxBk_1Gmp_GMjQ0Q/_s5wnEXvFiGq1tY03K4DqIyGLH3u4NRvPJ57Envk69H0Qh10SvLSqiObv2JcRzDjTIjTz-rUY_-845vldC3zdY_5RJsR3J9dvQkgpKfvbDzEka9qLGj1Wixe0hzgWgxOe82J9LegFzx7o593K5tArA/MIfYne7yiSEBk1wxdGClVLnYywv6kIuhkEwjYHWdFWg),5/14/2024 4:02pm,
SDSU DH Example Projects,https://libguides.sdsu.edu/digitalhumanities/projects,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/WqyhgzsMg2sqsQSOl9h0qQ/uLbdB2lxKRcwM3XAkxsMY9yr-wx7M6oDvVbRWe5BPkDG4E8Gos94eKVDmvnPwYf0T1FCTBYE4efiUXHB6iZPcJFdhLPnY96ktvYguk1H8PUzvj0AFk4S7PaaJnkIKegloxxj1MPtHcDXfIb1CErs8w/qHWprFk71-llQloKWd65PC9vfyNlqZ7LF-h9KlIC2gQ),5/14/2024 4:03pm,
Lehigh DH Example Projects,https://libraryguides.lehigh.edu/digitalhumanities/projects,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/HJ31dBmxUYdlp7NamXilPQ/7ym5ENnzq-FFnMYxYJRrhTgQjmtjbspJUpOvqgpwc_XoH7u7AFPTPiKz93XwccMyeVw2_KyE69_QfQW9n0ItGqKLn5u9ESV_1YLJGQcjnim5XTukK7CBA5-eWq1kpI1ODOCmVMELPwyXs8sm89iV-g/y4nxF5ajUc23gVdLI-ui6AE0yFvGWG5vY47UwRVfzN8),5/14/2024 4:03pm,
Stanford DH Example Projects,https://digitalhumanities.stanford.edu/projects/,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Zz-NLtGWAzO6PXcFbo3kSw/__vIKs-1YxE0_s1b0Q_agjR5Y08dRLQadlRRatXfMiJDVp1Xc9-NeITWNw70ecGybDHVEMIy1FlC1x97jcBihlFRCVUkF1D19ebN32LIIcHj8krHDb8fyr35dC9Xy5X1tGXQOh-QgNyLsweDupRMzA/NYfQsEyrqnFWmBKAoRSmbXgKxdoqN8OQ3PHMoJAdujs),5/14/2024 4:03pm,
Flowing Data,https://flowingdata.com/category/tutorials/,Learning Resources,"Visualize your data like an expert with hundreds of practical how-tos for presentation, analysis, and understanding",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/p2gmIILdPR-T8fwc8-rFkw/4hibHGxlpiIGTF5bGCUtjRAYmNjqMVR5YVnLnZ7owJt9iGwKwvcak4taLX2x6taAMlaeU59GTk9BpdaC7mq2PcNeA0fU_EHkuc0VcfThag8A5CJW-dW2JrNLfqXQam3GbYKHacNqYDMZmOQa8kqwaQ/fHEiVHNrNyAsZWpjbwEAv_SYU0Nhv6jrH0wyXgIjTwI),5/14/2024 4:04pm,
The Pudding,https://pudding.cool/,Example Projects,The Puddingi s a digital publication that creates visual essays with data,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/HsJfhTS-ox5l14fAMuabzQ/T0ZqSqQUCjT423t396QFgL-Wl_5PlrdSjbXb7s4daL5VwL9iXEx-gGhscW-5xi0In2xOctXB5oz2dhHUkRRsh6QQGqQycqzH8HtfgJoIr8H9SGEd5Q_dqbEjnnukwfJ49A-d0upNIL10PKF1yN8HPw/T2h_Lzz3-huDpRQqOiNwaCVCLLC29sQbq963bjr75Zk),5/14/2024 4:05pm,
Data Sketch,https://www.datasketch.es/,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/mR3IsOyr1A51HUq0M_9qnA/fG5YXf2-Odi4eIudu1yM6aJ87z0fkBX2aQBAcIAbxdImbpG_ZOVrj59nEv3sCWJDfp1RWWzIAdRsCpT7IxLAsGrgeAGWkXWbvl06rrw3eAmBGjw21pOXJTf0IwBAGdAns42QZcbBj59YzzYZd_0j6g/PA78rmRrbxGhHy_8BTUHczlAtTBnjppM-RUTciZKJpA),5/14/2024 4:06pm,
Observable D3,https://observablehq.com/@d3/gallery,Visualization Tools,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/jPvESU82TG1qTVJfqTWbAg/SUz6IyJ06VAXBfpMAfVH4UKz20DMR2C0JRknv6CK-QQP1vABM0CdDJbObBjuIkkSXohKpsyJk0Hno3oZyqzyHgRBZ8mSIcEZ_RggnQ0g96MkfGlscjOsJsTMP8EWm9lF-DvE38rs7HXyi8PseZ8Epg/TSes-z-ESwJHUglI4ooouGYLXINzA73cS10kvJUOrUI),5/14/2024 4:06pm,
Information is Beautiful,https://www.informationisbeautifulawards.com/showcase?award=2023&type=awards,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Ot4yODV26SG9jPqSmKnqkw/_6vY8_h8LIxQkfYsMwcDLYK5VbgOzKpwMvFWujtbt9kb69r6zCMOChSRNBXwDFxmPV92mSTU9FFfntsjvwsCHtXy0AkUJAzQaxcK5OhUJXpDYI0zVWWB0rVlV7Bq7VYSC9bXRnoN2EQbrLopInaYZQ/VB2dKZZ2Cl0WLZksT3vTrwhoWr0-oZc1md0tg5B6F8E),5/14/2024 4:06pm,
Personal Website,https://shirleywu.studio/,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/YPJzomI8-hluBc8vozUhwg/QQ7oadueX6XdlkPo4VPVKd4ZHGpuspOC9bKjuRLsgenx8XJzbj3XHVrJoR21hzBumrdyYjM2A5i9f2FME-1cPnScE-KoVY3cxgoBGrGwfzSj6dNyLmeQ0xCDYbcUCLYG9BKNpxSQziNcmt6nQitgWA/FEABQ_lT2mYsscADg5Z3nsXiPrk33cMHbbFYmdskotI),5/14/2024 4:07pm,
Visualizing Data Resources,https://visualisingdata.com/resources/,External Aggregated Resources,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/UjvaQvxAY_hK7vYKc3u58g/clbGK3BHtyz8PDhTky3Z3FxT2hbEtFQ390od488r1feaaqcguQrpuUJZlpJ7xAFeyXQfg2H48-KNJn0MlcUiV0knWFvtQwksvGG3vyf6i4eRCsezlrA7ukVgyMPy6C0-7T4XRUs8NrzFZqpzNHpUFQ/JdD4gz1K1VfgQ-5DipYVuijiSb9SSTmo2iL1Dw8YTAk),5/14/2024 4:07pm,
National Endowment for the Humanities,https://www.neh.gov/grants/odh/institutes-advanced-topics-in-the-digital-humanities,Funding for Institutions,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/mni4jomEdW4zy8qEom41Sw/pagxMdKrzNpinB7dhvgwWr4UhFrXPvYzeWq1-FnoP1dSLcBkY1jYfmz7_hz2wy1rsuQv2Jda-O7sF7yrLm7vD2ZlYmfavG50C3xeP33dgDj9d8sKr7j09ZzjY7bPt22jwoJsq2BIEuocHq64HyvjfQ/fHRX0nCgucaFI6TLcbqYpCR3Fvp14bSuUTA1lMvWVSk),5/14/2024 4:07pm,
Afred P. Sloan Foundation,https://sloan.org/,Funding for Individuals,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/khasNSES4VT3KTAswd9svA/_WHyQvbSRi-WeVmlux8-9L9j_CeA3w-KGCd3WDJh2LU_Vhbaqc2QN57xiLdMaWrt0y2gvQSsTfI3alg_aJwbZYGw05sfXLltTyEQnGT8hoa1yUPevQ4DXqjkRTw7_T2OIenHP74GdQQXUFMFVho8Aw/mUtEXdtF1DH5_gcrMAIqD0dYU_87F3k5oc67JqORVsM),5/14/2024 4:08pm,
